REQUESTID,STRSEGID,REQUESTTYP,Request type cleaned,REQUESTDAT,Day,COMMENTS,USERTYPE,NEAR_INTER,NEAR_STR,SNA_NAME,STRSEGID,Additional_COMMENTS,,,,,,,,,,,,,
389,3707230668937073836906,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,"Southbound on Woodburn, turning left onto Taft, desperately needs a left turn signal. At peak traffic times only one car can get through per red light. Others try to sneak through behind the first one and often run the light.",drives,WOODBURN AV & WILLIAM H TAFT RD,Woodburn Av,Walnut Hills,3707230668937073836906,Agreed!,,,,,,,,,,,,,
389,3707230668937073836906,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,"Southbound on Woodburn, turning left onto Taft, desperately needs a left turn signal. At peak traffic times only one car can get through per red light. Others try to sneak through behind the first one and often run the light.",drives,WOODBURN AV & WILLIAM H TAFT RD,Woodburn Av,Walnut Hills,3707230668937073836906,Agreed.,,,,,,,,,,,,,
390,4693231264046939362144,""" src=""images/06 - Speeding.png""></span>&nbsp;Speeding",Speeding,2/7/2018,Wed,Speeding is a major problem on Beechmont in MW.  Cars treat it like a raceway.  Rush hour particularly bad.,drives,MORROW ST & MEARS AV,Beechmont Av,Mt. Washington,4693231264046939362144,,,,,,,,,,,,,,
391,2883663939128839609362,Crosswalk Needed,Crosswalk Needed,2/7/2018,Wed,The intersection of Mt. Hope and W. 8th has four stop signs but no marked crosswalks. This is a problem especially on nights when there's a show at the Incline Theater. People park right up to the corner.,walks,GRAND AV & W 8TH ST,W 8th St,East Price Hill,2883663939128839609362,Seems to me this symbol was placed at the wrong location per the comments. This is Grand & W 8th,,,,,,,,,,,,,
401,4702456639247030366306,""" src=""images/06 - Speeding.png""></span>&nbsp;Speeding",Speeding,2/7/2018,Wed,Traffic flies up Beechmont Hill at rush hour- and all other times of day.,drives,BEECHMONT AV & WASIGO DR,Wasigo Dr,Mt. Washington,4702456639247030366306,Lights for protected left turns would be beneficial at many points on this stretch of Beechmont.,,,,,,,,,,,,,
402,3778849598537893177577,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,"There is a crosswalk here that drivers never stop at for Xavier students crossing the street. Also, cars go well over the speed limit on this street. There are many Xavier students who walk over here.",drives,LEDGEWOOD DR & VICTORY PKWY,Victory Pkwy,Evanston,3778849598537893177577,,,,,,,,,,,,,,
392,3368609352733687903497,Lack of Visibility,Lack of Visibility,2/7/2018,Wed,Cannot see oncoming traffic from multiple directions. Pedestrians often ignored because drivers are occupied watching for cars.,drives,AUBURN AV & SYCAMORE ST,Dorchester Av,Mt. Auburn,3368609352733687903497,Agreed.  It's a terrible intersection and probably needs a traffic light.,,,,,,,,,,,,,
392,3368609352733687903497,Lack of Visibility,Lack of Visibility,2/7/2018,Wed,Cannot see oncoming traffic from multiple directions. Pedestrians often ignored because drivers are occupied watching for cars.,drives,AUBURN AV & SYCAMORE ST,Dorchester Av,Mt. Auburn,3368609352733687903497,The intersection is so dangerous for pedistrians. I have been almost hit in the crosswalk several times especially by drivers turning left from Auburn to Dorchester.,,,,,,,,,,,,,
392,3368609352733687903497,Lack of Visibility,Lack of Visibility,2/7/2018,Wed,Cannot see oncoming traffic from multiple directions. Pedestrians often ignored because drivers are occupied watching for cars.,drives,AUBURN AV & SYCAMORE ST,Dorchester Av,Mt. Auburn,3368609352733687903497,Agreed!,,,,,,,,,,,,,
393,4221108325942219082271,No Sidewalks,No Sidewalks,2/7/2018,Wed,"Must walk in the roadway, many blind turns",walks,VINEYARD PL & TUSCULUM AV,Vineyard Pl,Columbia Tusculum,4221108325942219082271,,,,,,,,,,,,,,
394,4221093348542211083259,No Sidewalks,No Sidewalks,2/7/2018,Wed,"Must walk in the roadway, many blind turns",walks,VINEYARD PL & VINEYARD BLUFF LN,Vineyard Pl,Mt. Lookout,4221093348542211083259,ItΓÇÖs scary to walk in this area and many people do to get to beautiful Alms Park,,,,,,,,,,,,,
394,4221093348542211083259,No Sidewalks,No Sidewalks,2/7/2018,Wed,"Must walk in the roadway, many blind turns",walks,VINEYARD PL & VINEYARD BLUFF LN,Vineyard Pl,Mt. Lookout,4221093348542211083259,I agree,,,,,,,,,,,,,
403,3377545768433779707633,Walk signal is too short,Walk signal is too short,2/7/2018,Wed,Walk signal is to short and there have been times where the cars don't yield to peds.,walks,CORRY BLVD & W CORRY ST,Corry Blvd,CUF,3377545768433779707633,,,,,,,,,,,,,,
404,2495751945424958340199,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,Red light facing Trenton lasts too long causing people to turn on red which is illegal,travels (other),W 8TH ST & TRENTON AV,Trenton Av,West Price Hill,2495751945424958340199,Why is there a no right turn on red anyway? Seems pointless.,,,,,,,,,,,,,
395,4692830916146934659087,""" src=""images/11 - Sidewalk issue.png""></span>&nbsp;No Sidewalks",No Sidewalks,2/7/2018,Wed,"Mt. Washington is very walkable, but Glade Avenue needs sidewalks (and improvement)!",walks,GLADE AV & MAYLAND DR,Glade Av,Mt. Washington,4692830916146934659087,I agree,,,,,,,,,,,,,
395,4692830916146934659087,""" src=""images/11 - Sidewalk issue.png""></span>&nbsp;No Sidewalks",No Sidewalks,2/7/2018,Wed,"Mt. Washington is very walkable, but Glade Avenue needs sidewalks (and improvement)!",walks,GLADE AV & MAYLAND DR,Glade Av,Mt. Washington,4692830916146934659087,"Glade needs sidewalks and to be an ""improved"" street.  The water issues are bad, too.",,,,,,,,,,,,,
395,4692830916146934659087,""" src=""images/11 - Sidewalk issue.png""></span>&nbsp;No Sidewalks",No Sidewalks,2/7/2018,Wed,"Mt. Washington is very walkable, but Glade Avenue needs sidewalks (and improvement)!",walks,GLADE AV & MAYLAND DR,Glade Av,Mt. Washington,4692830916146934659087,I agree!,,,,,,,,,,,,,
405,4232312629242325066197,Long wait for walk signal,Long wait for walk signal,2/7/2018,Wed,,walks,TWEED AV & LINWOOD AV,Linwood Av,Mt. Lookout,4232312629242325066197,,,,,,,,,,,,,,
406,3377970763333780128097,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,,walks,JEFFERSON AV & W CHARLTON ST,Jefferson Av,CUF,3377970763333780128097,THE ONLY TIME I FEEL SAFE WALKING THIS CROSSWALK is when there is a big game and police are directing traffic at the intersection THE ONLY TIME. This is so unsafe and awful and I cross it every day. Every day I pray that this car I'm walking in front,,,,,,,,,,,,,
406,3377970763333780128097,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,,walks,JEFFERSON AV & W CHARLTON ST,Jefferson Av,CUF,3377970763333780128097,NOBODY STOPS HERE. The only vehicles that stop are campus and police vehicles. Everybody blows right by. On a busy day you'll be waiting ten minutes to cross unless you risk your life and start to walk to MAKE the cars stop. I have almost been hit so,,,,,,,,,,,,,
406,3377970763333780128097,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,,walks,JEFFERSON AV & W CHARLTON ST,Jefferson Av,CUF,3377970763333780128097,"of will stop because if not, I'm a dead man. NOBODY STOPS AT THIS CROSSWALK. PLEASE FIX AND MAKE CAMPUS SAFE",,,,,,,,,,,,,
406,3377970763333780128097,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,,walks,JEFFERSON AV & W CHARLTON ST,Jefferson Av,CUF,3377970763333780128097,many times due to cars neglecting this crosswalk. As it is near a college campus it should be MORE SAFE. There is no reason for cars to not stop. THEY WILL NOT STOP UNLESS YOU WALK INTO THE STREET AND MAKE THEM STOP!,,,,,,,,,,,,,
406,3377970763333780128097,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,,walks,JEFFERSON AV & W CHARLTON ST,Jefferson Av,CUF,3377970763333780128097,Crosswalk with flashing lights needed to alert drivers.,,,,,,,,,,,,,
396,3704670883937049688816,Speeding,Speeding,2/7/2018,Wed,Drivers go well above 50 mph down Gilbert.,drives,FORAKER AV & GILBERT AV,Foraker Av,Walnut Hills,3704670883937049688816,Agreed.,,,,,,,,,,,,,
396,3704670883937049688816,Speeding,Speeding,2/7/2018,Wed,Drivers go well above 50 mph down Gilbert.,drives,FORAKER AV & GILBERT AV,Foraker Av,Walnut Hills,3704670883937049688816,Agreed.,,,,,,,,,,,,,
407,3327025497533476465416,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,"The crosswalk on Pete Rose Way by the carousel going into Smale Park is continually being ignored by  drivers.
Warm weather when the crowds with children increase this seems to be a very dangerous problem.",walks,ROSA PARKS ST & E TED BERRY WY,W Mehring Wy,Downtown,3327025497533476465416,"Agreed, and the crosswalk is also not lined up with the stairs or walkway so many people 'jay walk' instead of actually being in the crosswalk, because the crosswalk is placed poorly",,,,,,,,,,,,,
407,3327025497533476465416,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,"The crosswalk on Pete Rose Way by the carousel going into Smale Park is continually being ignored by  drivers.
Warm weather when the crowds with children increase this seems to be a very dangerous problem.",walks,ROSA PARKS ST & E TED BERRY WY,W Mehring Wy,Downtown,3327025497533476465416,He is actually speaking about the crosswalk at about 10 E Mehring Way,,,,,,,,,,,,,
407,3327025497533476465416,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,"The crosswalk on Pete Rose Way by the carousel going into Smale Park is continually being ignored by  drivers.
Warm weather when the crowds with children increase this seems to be a very dangerous problem.",walks,ROSA PARKS ST & E TED BERRY WY,W Mehring Wy,Downtown,3327025497533476465416,"I completely agree.  After watching this crosswalk for hours I think often times the drivers are unable to see the pedestrians due to a curve in the roadway, the suspension bridge pier and often the sun setting.  This crosswalk needs more markings!!!",,,,,,,,,,,,,
408,3378012809733780648555,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,,walks,JEFFERSON AV & W CHARLTON ST,Jefferson Av,CUF,3378012809733780648555,"This crosswalk is heavily used by students and I've rarely seen cars yield to pedestrians here. Also, the walk signal never changes unless you hit the button a million times. Maybe just make it automatic like the ones downtown?",,,,,,,,,,,,,
409,4711990786847127787240,""" src=""images/13 - Roadway issue.png""></span>&nbsp;Parking on the sidewalk",Parking on the sidewalk,2/7/2018,Wed,Cars at 5555 and 5565 park on sidewalk,walks,HANOVER CIR & HANOVER CIR TERM S OF REDFIELD PL,Beechmont Av,Mt. Washington,4711990786847127787240,,,,,,,,,,,,,,
397,3378442688733788046849,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,,walks,AUBURN AV & E MCMILLAN ST,E McMillan St,Mt. Auburn,3378442688733788046849,Agreed.,,,,,,,,,,,,,
410,4239820866342304018223,Speeding,Speeding,2/7/2018,Wed,"Make the parking lane a a permanent parking lane, this should not be a 4 lane street",walks,LINWOOD AV & PRISCILLA LN,Linwood Av,Hyde Park,4239820866342304018223,agree,,,,,,,,,,,,,
410,4239820866342304018223,Speeding,Speeding,2/7/2018,Wed,"Make the parking lane a a permanent parking lane, this should not be a 4 lane street",walks,LINWOOD AV & PRISCILLA LN,Linwood Av,Hyde Park,4239820866342304018223,"The speeding along this portion of Linwood especially at Rush hour that has limited visibility b/c of two lane set up is frightening for me, my family ,and neighbors",,,,,,,,,,,,,
410,4239820866342304018223,Speeding,Speeding,2/7/2018,Wed,"Make the parking lane a a permanent parking lane, this should not be a 4 lane street",walks,LINWOOD AV & PRISCILLA LN,Linwood Av,Hyde Park,4239820866342304018223,agreed,,,,,,,,,,,,,
410,4239820866342304018223,Speeding,Speeding,2/7/2018,Wed,"Make the parking lane a a permanent parking lane, this should not be a 4 lane street",walks,LINWOOD AV & PRISCILLA LN,Linwood Av,Hyde Park,4239820866342304018223,"Agree, set to 2 lanes to calm the traffic",,,,,,,,,,,,,
410,4239820866342304018223,Speeding,Speeding,2/7/2018,Wed,"Make the parking lane a a permanent parking lane, this should not be a 4 lane street",walks,LINWOOD AV & PRISCILLA LN,Linwood Av,Hyde Park,4239820866342304018223,"Agree 
Dangerous area
Way too fast drivers",,,,,,,,,,,,,
410,4239820866342304018223,Speeding,Speeding,2/7/2018,Wed,"Make the parking lane a a permanent parking lane, this should not be a 4 lane street",walks,LINWOOD AV & PRISCILLA LN,Linwood Av,Hyde Park,4239820866342304018223,"Speeding on Linwood, especially since it is a curving & winding road, is a problem.  Cars often cross the double yellow lines as they are traveling much too fast.",,,,,,,,,,,,,
410,4239820866342304018223,Speeding,Speeding,2/7/2018,Wed,"Make the parking lane a a permanent parking lane, this should not be a 4 lane street",walks,LINWOOD AV & PRISCILLA LN,Linwood Av,Hyde Park,4239820866342304018223,Agree. Paxton and Linwood is a dangerous intersection. Lots of accidents. Cars going down Linwood past Paxton toward the square speed to the point that walking on sidewalk 4-6 pm is scary.,,,,,,,,,,,,,
398,3350592875233510658280,Other,Other,2/7/2018,Wed,There is trash all over this area on lower Monastery.,walks,COLUMBIA PKWY TO E 3RD ST RAMP & MONASTERY ST,Monastery St,Mt. Adams,3350592875233510658280,I agree.,,,,,,,,,,,,,
399,4693231264046939362144,""" src=""images/14 - Other issue.png""></span>&nbsp;Other",Other,2/7/2018,Wed,Please review CAGIS CSR requests re: parking in front yards (Beechmont between Mears and Beacon).  Better awareness needed for onstreet parking in this area,travels (other),BEECHMONT AV & WILARAY TER,Beechmont Av,Mt. Washington,4693231264046939362144,,,,,,,,,,,,,,
411,3378442688733788046849,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/7/2018,Wed,,walks,AUBURN AV & E MCMILLAN ST,E McMillan St,Corryville,3378442688733788046849,Agreed.,,,,,,,,,,,,,
412,3359871785133528679652,Other,Other,2/7/2018,Wed,"The sidewalk along side Columbia Pkwy,  from the Mt Adams Bridge to Sentinel, has not been plowed or treated all year.  It was snow covered for weeks, and sometimes icy and slippery.  Many use this to walk to downtown for work or for play.",walks,COLUMBIA PKWY & E 3RD ST,Columbia Pkwy,Mt. Adams,3359871785133528679652,,,,,,,,,,,,,,
413,3686790503836871325480,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/7/2018,Wed,Vehicles run stop signs in this neighborhood,walks,MARION AV & DAKOTA AV,Dakota Av,Avondale,3686790503836871325480,,,,,,,,,,,,,,
400,3007595250130082232478,Speeding,Speeding,2/7/2018,Wed,Llanfair avenue is used as a cut through street from Belmont to Hamilton ave. During rush hours people are travelling 50 0r 60 miles an hour. there is a school and buses that use the street during these times.,drives,LLANFAIR AV & WINTROP AV,Llanfair Av,College Hill,3007595250130082232478,,,,,,,,,,,,,,
417,2884553930328846019721,Crosswalk Needed,Crosswalk Needed,2/7/2018,Wed,"There are no markings for crossing the street, though this is a four-way stop in an entertainment district. People park right up to the corner and pedestrians take their lives into their own hands here.",walks,W 8TH ST & MT HOPE AV,Mt Hope Av,East Price Hill,2884553930328846019721,Agree!,,,,,,,,,,,,,
