REQUESTID,STRSEGID,REQUESTTYP,Request type cleaned,REQUESTDAT,Day,COMMENTS,USERTYPE,NEAR_INTER,NEAR_STR,SNA_NAME,STRSEGID,Additional_COMMENTS,,,,,,,,,,,,,
758,3277435358133975713446,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,"Turning left into Glenmary is quite difficult due to poor visibility up Glenmary and due to speeding.  Also,  during certain times of day 7:30a, cars traveling towards Vine off Glenmary BLOCK Bishop.",drives,RUTHER AV & GLENMARY AV,Glenmary Av,Clifton,3277435358133975713446,totally agree! Pedestrians are in serious danger at this intersection. A useable sidewalk with crossing signals would be useful.,,,,,,,,,,,,,
758,3277435358133975713446,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,"Turning left into Glenmary is quite difficult due to poor visibility up Glenmary and due to speeding.  Also,  during certain times of day 7:30a, cars traveling towards Vine off Glenmary BLOCK Bishop.",drives,RUTHER AV & GLENMARY AV,Glenmary Av,Clifton,3277435358133975713446,There were 3 accidents at this point/intersection within the last 6 months.  Police were seen at 2 - not all accidents are reported - this should be considered. Something needs to be done here before there is a serious accident or a pedestrian is hit,,,,,,,,,,,,,
758,3277435358133975713446,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,"Turning left into Glenmary is quite difficult due to poor visibility up Glenmary and due to speeding.  Also,  during certain times of day 7:30a, cars traveling towards Vine off Glenmary BLOCK Bishop.",drives,RUTHER AV & GLENMARY AV,Glenmary Av,Clifton,3277435358133975713446,This intersesction - Glenmary/Bishop/Ruther/Vine is extremely dangerous.  With bus stops within the vicinity - a safe crossing is needed but nowhere in site - vehicles DO NOT yield to the crosswalk.,,,,,,,,,,,,,
758,3277435358133975713446,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,"Turning left into Glenmary is quite difficult due to poor visibility up Glenmary and due to speeding.  Also,  during certain times of day 7:30a, cars traveling towards Vine off Glenmary BLOCK Bishop.",drives,RUTHER AV & GLENMARY AV,Glenmary Av,Clifton,3277435358133975713446,Speeding is also terrible towards this intersection coming from Glenmary and Vine.,,,,,,,,,,,,,
759,4282221589542826365863,Speeding,Speeding,2/8/2018,Thu,Vehicles are constantly speeding excessively on this street. There have been accidents involving cars driving off the street and into homes.,walks,WOODFORD RD & PANDORA AV,Woodford Rd,Pleasant Ridge,4282221589542826365863,Agreed,,,,,,,,,,,,,
759,4282221589542826365863,Speeding,Speeding,2/8/2018,Thu,Vehicles are constantly speeding excessively on this street. There have been accidents involving cars driving off the street and into homes.,walks,WOODFORD RD & PANDORA AV,Woodford Rd,Pleasant Ridge,4282221589542826365863,I agree,,,,,,,,,,,,,
759,4282221589542826365863,Speeding,Speeding,2/8/2018,Thu,Vehicles are constantly speeding excessively on this street. There have been accidents involving cars driving off the street and into homes.,walks,WOODFORD RD & PANDORA AV,Woodford Rd,Pleasant Ridge,4282221589542826365863,I agree. Cars fly up and down Woodford. There are no stop light to slow anyone down from Red Bank to Ridge. Complete disregard for speed limit.,,,,,,,,,,,,,
760,3686790503836871325480,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,,walks,DAKOTA AV & DANA AV,Dakota Av,Avondale,3686790503836871325480,,,,,,,,,,,,,,
761,4282250639642825326577,Speeding,Speeding,2/8/2018,Thu,,travels (other),WEBBLAND PL & MONTGOMERY RD,Montgomery Rd,Pleasant Ridge,4282250639642825326577,,,,,,,,,,,,,,
762,3687300408537788495985,No Sidewalks,No Sidewalks,2/8/2018,Thu,,walks,LEDGEWOOD DR & LEDGEWOOD DR,Victory Pkwy,North Avondale - Paddock Hills,3687300408537788495985,,,,,,,,,,,,,,
763,3677501752036782377719,Speeding,Speeding,2/8/2018,Thu,,walks,READING RD & DEBBE LN,Reading Rd,North Avondale - Paddock Hills,3677501752036782377719,I agree. District 4 does not deter speeding.,,,,,,,,,,,,,
763,3677501752036782377719,Speeding,Speeding,2/8/2018,Thu,,walks,READING RD & DEBBE LN,Reading Rd,North Avondale - Paddock Hills,3677501752036782377719,"I agree, cars need to slow down",,,,,,,,,,,,,
764,3677120734036775017520,Speeding,Speeding,2/8/2018,Thu,,walks,PADDOCK RD & READING RD,Reading Rd,North Avondale - Paddock Hills,3677120734036775017520,Agreed,,,,,,,,,,,,,
764,3677120734036775017520,Speeding,Speeding,2/8/2018,Thu,,walks,PADDOCK RD & READING RD,Reading Rd,North Avondale - Paddock Hills,3677120734036775017520,"I agree, cars need to slow down",,,,,,,,,,,,,
765,3676877786736771207340,Speeding,Speeding,2/8/2018,Thu,,walks,PADDOCK RD & ROSE HILL LN,Paddock Rd,North Avondale - Paddock Hills,3676877786736771207340,,,,,,,,,,,,,,
766,3676897811236772788259,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,,walks,PADDOCK RD & STRATFORD PL,Stratford Pl,North Avondale - Paddock Hills,3676897811236772788259,,,,,,,,,,,,,,
767,3676538026336774170122,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,,walks,PADDOCK RD & EGAN HILLS DR,Egan Hills Dr,North Avondale - Paddock Hills,3676538026336774170122,,,,,,,,,,,,,,
768,3676897811236774170122,Speeding,Speeding,2/8/2018,Thu,,drives,STRATFORD PL & STRATFORD PL TERM E OF PADDOCK RD,Paddock Rd,North Avondale - Paddock Hills,3676897811236774170122,,,,,,,,,,,,,,
769,3676897811236774170122,Speeding,Speeding,2/8/2018,Thu,,drives,STRATFORD PL & STRATFORD PL TERM E OF PADDOCK RD,Paddock Rd,North Avondale - Paddock Hills,3676897811236774170122,The speed limit on Paddock Rd. between Reading Rd and Tennessee Ave is exceeded frequently by both cars and Metro buses.,,,,,,,,,,,,,
770,3677442037736774760750,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,,walks,SUNNYSLOPE DR & PADDOCK RD,Paddock Rd,North Avondale - Paddock Hills,3677442037736774760750,,,,,,,,,,,,,,
771,3666848100236774760750,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,,walks,PADDOCK RD & CLEARBROOK DR,Clearbrook Dr,North Avondale - Paddock Hills,3666848100236774760750,,,,,,,,,,,,,,
772,3677476075036675241157,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,,walks,PADDOCK RD & EGAN CT,Paddock Rd,North Avondale - Paddock Hills,3677476075036675241157,,,,,,,,,,,,,,
773,3677476075036675241157,Speeding,Speeding,2/8/2018,Thu,,drives,PADDOCK RD & CLEARBROOK DR,Paddock Rd,North Avondale - Paddock Hills,3677476075036675241157,,,,,,,,,,,,,,
774,3675568751936856206778,Speeding,Speeding,2/8/2018,Thu,,drives,E MITCHELL AV & CLINTON SPRINGS AV,E Mitchell Av,North Avondale - Paddock Hills,3675568751936856206778,,,,,,,,,,,,,,
775,3382712098233828671178,Speeding,Speeding,2/8/2018,Thu,,drives,READING RD & CARPLIN PL,Reading Rd,Avondale,3382712098233828671178,,,,,,,,,,,,,,
776,3370212669633711646594,Speeding,Speeding,2/8/2018,Thu,,drives,IOWA AV & E MCMILLAN ST,E McMillan St,Walnut Hills,3370212669633711646594,,,,,,,,,,,,,,
777,3273599531032751785490,""" src=""images/05 - Red light running.png""></span>&nbsp;Vehicles run red lights or stop signs",Vehicles run red lights or stop signs,2/8/2018,Thu,,drives,MIDDLETON AV & MCALPIN AV,McAlpin Av,Clifton,3273599531032751785490,,,,,,,,,,,,,,
778,3789029920637893177577,No Sidewalks,No Sidewalks,2/8/2018,Thu,,walks,LEDGEWOOD DR & ASMANN AV,Victory Pkwy,North Avondale - Paddock Hills,3789029920637893177577,,,,,,,,,,,,,,
752,3275137493932751785310,""" src=""images/05 - Red light running.png""></span>&nbsp;Vehicles run red lights or stop signs",Vehicles run red lights or stop signs,2/8/2018,Thu,,travels (other),MIDDLETON AV & MCALPIN AV,Middleton Av,Clifton,3275137493932751785310,,,,,,,,,,,,,,
785,3789317757737894627563,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,,walks,VICTORY PKWY & ASMANN AV,Asmann Av,North Avondale - Paddock Hills,3789317757737894627563,,,,,,,,,,,,,,
779,3778802551637788495985,Speeding,Speeding,2/8/2018,Thu,,walks,LEDGEWOOD DR & VICTORY PKWY,Ledgewood Dr,Evanston,3778802551637788495985,,,,,,,,,,,,,,
780,3275137493932751785310,""" src=""images/05 - Red light running.png""></span>&nbsp;Vehicles run red lights or stop signs",Vehicles run red lights or stop signs,2/8/2018,Thu,,drives,MIDDLETON AV & MCALPIN AV,Middleton Av,Clifton,3275137493932751785310,,,,,,,,,,,,,,
786,3275178531032761205201,""" src=""images/05 - Red light running.png""></span>&nbsp;Vehicles run red lights or stop signs",Vehicles run red lights or stop signs,2/8/2018,Thu,,walks,MIDDLETON AV & MCALPIN AV,McAlpin Av,Clifton,3275178531032761205201,,,,,,,,,,,,,,
781,3273599531032751785490,""" src=""images/05 - Red light running.png""></span>&nbsp;Vehicles run red lights or stop signs",Vehicles run red lights or stop signs,2/8/2018,Thu,,drives,MIDDLETON AV & MCALPIN AV,McAlpin Av,Clifton,3273599531032751785490,,,,,,,,,,,,,,
782,3275137493932751785310,""" src=""images/05 - Red light running.png""></span>&nbsp;Vehicles run red lights or stop signs",Vehicles run red lights or stop signs,2/8/2018,Thu,,drives,MIDDLETON AV & MCALPIN AV,Middleton Av,Clifton,3275137493932751785310,,,,,,,,,,,,,,
783,3315283087733157320956,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,ItΓÇÖs too dark,walks,MAGNOLIA ST & ELM ST,Magnolia St,Over-the-Rhine,3315283087733157320956,,,,,,,,,,,,,,
787,2824282373328246264301,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,almost getting t boned at least 3 days a week.,drives,RAEBURN DR & COLERAIN AV,Raeburn Dr,Mt. Airy,2824282373328246264301,,,,,,,,,,,,,,
788,3307127108133073571123,Speeding,Speeding,2/8/2018,Thu,People speed down Walnut from Liberty and run the light at 14th & Walnut many times a day,walks,E 14TH ST & WALNUT ST,E 14th St,Over-the-Rhine,3307127108133073571123,,,,,,,,,,,,,,
784,4240196265342403622750,Walk signal is too short,Walk signal is too short,2/8/2018,Thu,As soon as you step off the curb when the walk light starts it immediately starts flashing red. ItΓÇÖs very frustrating because cars turning right from Wasson to Paxton think you are crossing against the signal.,walks,PAXTON AV & RRXING NORFOLK AND WESTERN,Paxton Av,Oakley,4240196265342403622750,,,,,,,,,,,,,,
789,3683060355036838963043,Speeding,Speeding,2/8/2018,Thu,There  needs to be a left turn signal from vine  on  to Glenwood.,travels (other),ROCKDALE AV & ROCKDALE AV TERM E OF KNOTT ST,Forest Av,Avondale,3683060355036838963043,,,,,,,,,,,,,,
790,4242633166542427931553,Jaywalking,Jaywalking,2/8/2018,Thu,,drives,VICTORIA AV & TARPIS AV,Victoria Av,Hyde Park,4242633166542427931553,,,,,,,,,,,,,,
791,4067558311940679913390,Other,Other,2/8/2018,Thu,This whole area is a MESS! Please do a traffic study. Whomever thought putting a bike trail through this area is a good idea needs to have there head examined.,drives,EDWARDS RD & MADISON RD,Madison Rd,Oakley,4067558311940679913390,Agree!,,,,,,,,,,,,,
791,4067558311940679913390,Other,Other,2/8/2018,Thu,This whole area is a MESS! Please do a traffic study. Whomever thought putting a bike trail through this area is a good idea needs to have there head examined.,drives,EDWARDS RD & MADISON RD,Madison Rd,Oakley,4067558311940679913390,Yes! Whole Edwards/Madison intersection is a MESS !,,,,,,,,,,,,,
791,4067558311940679913390,Other,Other,2/8/2018,Thu,This whole area is a MESS! Please do a traffic study. Whomever thought putting a bike trail through this area is a good idea needs to have there head examined.,drives,EDWARDS RD & MADISON RD,Madison Rd,Oakley,4067558311940679913390,"Agree - adding the bike trail will make this area 100% WORSE unfortunately. especially if nothing is done with traffic patterns, flow.  And now they want to put in a HUGE apartment complex in that area. Seriously?",,,,,,,,,,,,,
801,4221093348542211083259,Speeding,Speeding,2/8/2018,Thu,"Vehicles come around the corner too fast, and many times people are walking in the street due to lack of sidewalks. Speed bumps and sidewalks would greatly reduce a potential accident.",walks,VINEYARD PL & VINEYARD BLUFF LN,Vineyard Pl,Columbia Tusculum,4221093348542211083259,I agree! Pedestrians walk boldly in the street some times 3 people side by side with their dogs.,,,,,,,,,,,,,
802,4221108325942219082271,Speeding,Speeding,2/8/2018,Thu,"Very narrow street with houses on one side and a school on the other side. Very regularly people are walking in the street and cars drive by way to fast. There are no speed bumps or side walks, resulting in close calls much too often.",walks,CHARDONNAY RIDGE & CHARDONNAY RIDGE TERM S OF GRANDIN RD,Vineyard Pl,Mt. Lookout,4221108325942219082271,I agree,,,,,,,,,,,,,
803,3801289563238019815518,Speeding,Speeding,2/8/2018,Thu,"Speeding from Berkley Ave to Dale...On Reading Rd going north...
Running red lights",drives,READING RD & PORTMAN AV,Portman Av,Bond Hill,3801289563238019815518,,,,,,,,,,,,,,
792,4221093348542214403853,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,"Must pull far out in intersection to see left because of stone wall and overgrown shrubbery, leaving little room between stopped car and oncoming traffic.",drives,GRANDIN RD & STANLEY AV,Stanley Av,Mt. Lookout,4221093348542214403853,,,,,,,,,,,,,,
793,4239656718442308196811,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,"Cars go very fast up/down this blind hill, and often cars are double parked, resulting in many close calls and accidents.",drives,HILLTOP LN & KINMONT ST,Alpine Ter,Hyde Park,4239656718442308196811,People use this and pactom as a cut through to get to Delta to avoid Mt. Lookout's intersection.,,,,,,,,,,,,,
793,4239656718442308196811,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,"Cars go very fast up/down this blind hill, and often cars are double parked, resulting in many close calls and accidents.",drives,HILLTOP LN & KINMONT ST,Alpine Ter,Hyde Park,4239656718442308196811,I agree,,,,,,,,,,,,,
804,2969373642029694876973,Other,Other,2/8/2018,Thu,"Road lanes were narrowed to install bike l
ike.  Center turn lane narrower than some vehicles.",drives,COLERAIN AV & SPRING GROVE AV,Spring Grove Av,Northside,2969373642029694876973,,,,,,,,,,,,,,
817,2892441646928928035796,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,bush on corner of intersection of elberon and purcell blocks view of oncoming traffic south on elberon. gets worse during summer.,drives,ELBERON AV & PURCELL AV,Purcell Av,East Price Hill,2892441646928928035796,,,,,,,,,,,,,,
833,2883802075428838140892,Other,Other,2/8/2018,Thu,The traffic signal turns off at midnight. The bus route runs past midnight. People crossing the street getting off the bus don't have any walk signals to cross Warsaw with. Dangerous.,drives,GRAND AV & WARSAW AV,Grand Av,East Price Hill,2883802075428838140892,,,,,,,,,,,,,,
818,2490542959424908839553,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,"There's not enough advance signage, and the crosswalk isn't well designated with bump-outs.",drives,MCPHERSON AV & W 8TH ST,W 8th St,East Price Hill,2490542959424908839553,"This crosswalk also needs better lighting and a lighted ""Crosswalk"" sign above it.",,,,,,,,,,,,,
819,2871991108328722601048,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,Crosswalk needs bump-outs to increase safety,drives,WOODLAWN AV & WARSAW AV,Warsaw Av,East Price Hill,2871991108328722601048,Warsaw is one of the major arteries moving vehicle traffic to the west side.,,,,,,,,,,,,,
819,2871991108328722601048,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,Crosswalk needs bump-outs to increase safety,drives,WOODLAWN AV & WARSAW AV,Warsaw Av,East Price Hill,2871991108328722601048,Agree.  Need a traffic signal or something to make the intersection safer.  A recreation park sits on the NW corner resulting in significant pedestrian traffic.  There was a death at the location a couple of years ago.,,,,,,,,,,,,,
834,2884513892428845539303,Other,Other,2/8/2018,Thu,Need stop signs here. It's difficult to see traffic going up and down Mt. Hope because of how the intersection is designed.,drives,BUSHNELL ST & MT HOPE AV,Mt Hope Av,East Price Hill,2884513892428845539303,I agree.,,,,,,,,,,,,,
835,3295767741732964697340,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,"Crossing Calhoun at the crosswalk in front of Mac Shack is a suicide mission at times. Many drivers DON'T yield to peds. Even after installing a traffic light, traffic regularly runs the red light.",walks,CALHOUN ST & HARTSHORN ST,Calhoun St,CUF,3295767741732964697340,,,,,,,,,,,,,,
836,2425037030324253890257,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,"People take the bus, and have to cross to get to Clanora without a crosswalk. The outbound Route 32 bus stop is across the street.",walks,CLANORA DR & W 8TH ST,W 8th St,West Price Hill,2425037030324253890257,,,,,,,,,,,,,,
820,3378517804133785678502,Double Parking,Double Parking,2/8/2018,Thu,"The whole of Short Vine has a huge issue with double parking, at all hours of the day and night. Even delivery trucks for businesses double park. It gets very dangerous to try and drive around them.",travels (other),E DANIELS ST & W DANIELS ST,Short Vine St,Corryville,3378517804133785678502,,,,,,,,,,,,,,
849,3378319852833783738987,Parking on the sidewalk,Parking on the sidewalk,2/8/2018,Thu,Vehicles parked on the sidewalk make is challenging to drive around them on an already narrow street.,travels (other),W UNIVERSITY AV & GLENDORA AV,Glendora Av,Corryville,3378319852833783738987,,,,,,,,,,,,,,
850,3378467757933785178041,Other,Other,2/8/2018,Thu,"The amount of illegal parking that happens in the entire business district, especially during events at UC or concerts at Bogarts. Cars parked in front of hydrants, on crosswalks, to close to intersections, too far from sidewalks.",travels (other),E CHARLTON ST & VINE ST,Short Vine St,Corryville,3378467757933785178041,Yes! I've even had times where I report illegal parking around here and the police don't even do anything.,,,,,,,,,,,,,
851,3378614895833788028940,Double Parking,Double Parking,2/8/2018,Thu,"People going in and out of the liquor store, double parking or illegally parking.",drives,E UNIVERSITY AV & W UNIVERSITY AV,E University Av,Corryville,3378614895833788028940,,,,,,,,,,,,,,
821,3378614895833886689414,Jaywalking,Jaywalking,2/8/2018,Thu,The liquor store patrons walking right into traffic with no regard to cars driving.,drives,E UNIVERSITY AV & W UNIVERSITY AV,Short Vine St,Corryville,3378614895833886689414,,,,,,,,,,,,,,
852,3378614895833788028940,Parking too close to intersection,Parking too close to intersection,2/8/2018,Thu,"This corner is a mess of horrible parking and unsafe conditions, especially at night on the weekends.",drives,E UNIVERSITY AV & W UNIVERSITY AV,E University Av,Corryville,3378614895833788028940,,,,,,,,,,,,,,
853,3274631313532749793062,Speeding,Speeding,2/8/2018,Thu,People driving way too fast on a busy street with tons of pedestrians.,drives,LUDLOW AV & MIDDLETON AV,Ludlow Av,Clifton,3274631313532749793062,totally agree,,,,,,,,,,,,,
853,3274631313532749793062,Speeding,Speeding,2/8/2018,Thu,People driving way too fast on a busy street with tons of pedestrians.,drives,LUDLOW AV & MIDDLETON AV,Ludlow Av,Clifton,3274631313532749793062,I agree,,,,,,,,,,,,,
854,3378467757933785178041,Parking too close to intersection,Parking too close to intersection,2/8/2018,Thu,Cars illegally park too close to the light blocking off part of the right turn/straight lane.,drives,W CORRY ST & VINE ST,Short Vine St,Corryville,3378467757933785178041,,,,,,,,,,,,,,
855,3378517804133785678502,Accessibility issue,Accessibility issue,2/8/2018,Thu,"The Artificial Limb doctor has his handicap drive way blocked constantly, both in the street and by parking in it.",uses an assistive device,E DANIELS ST & W DANIELS ST,Short Vine St,Corryville,3378517804133785678502,,,,,,,,,,,,,,
822,3377970763333780128097,Speeding,Speeding,2/8/2018,Thu,"Even with the lights staggered, people speed from one to the next.",drives,JEFFERSON AV & W CHARLTON ST,Jefferson Av,CUF,3377970763333780128097,,,,,,,,,,,,,,
856,3378267806833785178041,Double Parking,Double Parking,2/8/2018,Thu,"Uber drivers dropping people off at bars or waiting to pick them up, double park every night.",drives,E CHARLTON ST & VINE ST,W Charlton St,Corryville,3378267806833785178041,,,,,,,,,,,,,,
857,3378267806833783198528,Other,Other,2/8/2018,Thu,Cars park too far away from curb making this narrow street very difficult to drive down.,drives,GLENDORA AV & W CHARLTON ST,Glendora Av,Corryville,3378267806833783198528,,,,,,,,,,,,,,
858,3378567850233788118474,Parking too close to intersection,Parking too close to intersection,2/8/2018,Thu,"On the library side, there is no parking from their driveway up to Daniels. The signs are too high too see or just ignored.",drives,E DANIELS ST & W DANIELS ST,E Daniels St,Corryville,3378567850233788118474,,,,,,,,,,,,,,
859,3378517804133785678502,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,No one yields the crosswalk here. And even park in it during UC events or Bogarts shows.,walks,E CHARLTON ST & VINE ST,Short Vine St,Corryville,3378517804133785678502,,,,,,,,,,,,,,
823,3306508194533065431726,Speeding,Speeding,2/8/2018,Thu,,walks,E LIBERTY ST & VINE ST,Vine St,Over-the-Rhine,3306508194533065431726,,,,,,,,,,,,,,
824,3307029165433675171606,Speeding,Speeding,2/8/2018,Thu,,walks,E LIBERTY ST & WALNUT ST,E Liberty St,Over-the-Rhine,3307029165433675171606,,,,,,,,,,,,,,
825,3367517160633676381593,Speeding,Speeding,2/8/2018,Thu,,walks,E LIBERTY ST & MOTH AL,E Liberty St,Over-the-Rhine,3367517160633676381593,I agree,,,,,,,,,,,,,
826,3367974155733680111902,Speeding,Speeding,2/8/2018,Thu,,walks,E LIBERTY ST & SYCAMORE ST,Sycamore St,Mt. Auburn,3367974155733680111902,I agree,,,,,,,,,,,,,
826,3367974155733680111902,Speeding,Speeding,2/8/2018,Thu,,walks,E LIBERTY ST & SYCAMORE ST,Sycamore St,Mt. Auburn,3367974155733680111902,I agree,,,,,,,,,,,,,
827,3357648082633576880589,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,,walks,MAIN ST & WOODWARD ST,Main St,Over-the-Rhine,3357648082633576880589,,,,,,,,,,,,,,
865,3357648082633577750848,Speeding,Speeding,2/8/2018,Thu,,walks,MAIN ST & WOODWARD ST,Woodward St,Over-the-Rhine,3357648082633577750848,,,,,,,,,,,,,,
828,3006625254130072731535,Speeding,Speeding,2/8/2018,Thu,"I walk the entire length of Belmont a lot. Cars are always going over the posted 35 mph, often I'd guess 50 or more. This is during the day, particularly when children are getting on or off buses.",walks,LLANFAIR AV & BELMONT AV,Belmont Av,College Hill,3006625254130072731535,"Speeding is a big problem on Belmont. Often people go over the 35 mph limit. It is a residential area with people pulling out of driveways, kids playing and people walking their dogs. There is also only a few crosswalks.",,,,,,,,,,,,,
866,2793867417327939963958,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,I have to be extra careful walking with the cross light here.  I wait after it is turned on because cars will turn or ignore the light.,walks,BANNING RD & BELMONT AV,Belmont Av,College Hill,2793867417327939963958,"This intersection (Belmont & North Bend) has had numerous accidents, several fatal.  It needs a turn light as the lane markers are ignored, low visibility when cars are in the intersection waiting to turn and in general, high speeds.",,,,,,,,,,,,,
867,2804486293928049342770,Speeding,Speeding,2/8/2018,Thu,I live on Blue Spruce. Cars speed up and down the street all the time and children often play on Parkhurst and do not look before riding bikes out.,walks,PARKHURST CT & BLUESPRUCE LN,Parkhurst Ct,College Hill,2804486293928049342770,,,,,,,,,,,,,,
829,2793955436627940264534,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,See ignoring lights comment.,walks,KIPLING AV & BANNING RD,W North Bend Rd,College Hill,2793955436627940264534,I agree!,,,,,,,,,,,,,
868,3381090099733811351395,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,Vehicles speed through red lights here.,walks,BURNET AV & ALBERT SABIN WY,Burnet Av,Avondale,3381090099733811351395,Very dangerous to be a pedestrian here!,,,,,,,,,,,,,
868,3381090099733811351395,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,Vehicles speed through red lights here.,walks,BURNET AV & ALBERT SABIN WY,Burnet Av,Avondale,3381090099733811351395,Why is there an office that sits on Harvey avenue for UC employees that cross back there but not for this busier intersection??,,,,,,,,,,,,,
868,3381090099733811351395,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,Vehicles speed through red lights here.,walks,BURNET AV & ALBERT SABIN WY,Burnet Av,Avondale,3381090099733811351395,I agree.  This is an issue daily.  Cars run the red light every time and many people have been hit or almost hit at this intersection.  It is very unsafe for all pedestrians that cross there.,,,,,,,,,,,,,
868,3381090099733811351395,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,Vehicles speed through red lights here.,walks,BURNET AV & ALBERT SABIN WY,Burnet Av,Avondale,3381090099733811351395,Cars run red lights frequently,,,,,,,,,,,,,
868,3381090099733811351395,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,Vehicles speed through red lights here.,walks,BURNET AV & ALBERT SABIN WY,Burnet Av,Avondale,3381090099733811351395,I agree!  I have seen this happen on numerous occasions.,,,,,,,,,,,,,
869,4755439492750360394868,Speeding,Speeding,2/8/2018,Thu,"Living on this section of Palmetto St and the blocks heading toward Mariemont, people driving are consistently
Speeding 35-45 mph down our road due to no stop signs.  We desperately need stop signs before someone gets hurt.",walks,PALMETTO ST & KENMORE AV,Palmetto St,Madisonville,4755439492750360394868,"I agree, the 6800 to 7000 blocks of Palmetto St have a issue with cars speeding and no stop signs.",,,,,,,,,,,,,
830,5036039486850367504791,Speeding,Speeding,2/8/2018,Thu,"No stop signs, huge issue with speeding down Palmetto St",walks,PALMETTO ST & KENMORE AV,Palmetto St,Madisonville,5036039486850367504791,,,,,,,,,,,,,,
870,5036750479150373584730,Speeding,Speeding,2/8/2018,Thu,"Speeding is a huge issue down Palmetto St, we need stop signs.",walks,PALMETTO ST & BERWICK AV,Palmetto St,Madisonville,5036750479150373584730,,,,,,,,,,,,,,
831,3350068821633505647646,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,"As you come across the PPBridge, you follow this pathway to 3rd St.  There needs to be a sidewalk to cross to Butler as that is the way people who live at Park Place at Lytle get to their home.",walks,BUTLER ST & E 3RD ST,Butler St,Downtown,3350068821633505647646,I agree,,,,,,,,,,,,,
871,4691928076946919540993,No Sidewalks,No Sidewalks,2/8/2018,Thu,"Kids try to walk to the parks, people ride bides without sidewalks. Sidewalk ends resulting in a lack of connection placing kids at risk",walks,SUTTON AV & CAMBRIDGE AV,Sutton Av,Mt. Washington,4691928076946919540993,Agreed!,,,,,,,,,,,,,
871,4691928076946919540993,No Sidewalks,No Sidewalks,2/8/2018,Thu,"Kids try to walk to the parks, people ride bides without sidewalks. Sidewalk ends resulting in a lack of connection placing kids at risk",walks,SUTTON AV & CAMBRIDGE AV,Sutton Av,Mt. Washington,4691928076946919540993,"agree, sidewalks needed on Sutton from Salem to Beechmont",,,,,,,,,,,,,
872,4692058186846923501841,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,"Mid street crosswalk, cars do not yield for someone waiting to cross.",walks,SUTTON AV & BENNEVILLE ST,Benneville St,Mt. Washington,4692058186846923501841,Agreed!,,,,,,,,,,,,,
872,4692058186846923501841,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,"Mid street crosswalk, cars do not yield for someone waiting to cross.",walks,SUTTON AV & BENNEVILLE ST,Benneville St,Mt. Washington,4692058186846923501841,"Agreed. Cars very rarely stop, even with flashing crosswalk",,,,,,,,,,,,,
872,4692058186846923501841,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,"Mid street crosswalk, cars do not yield for someone waiting to cross.",walks,SUTTON AV & BENNEVILLE ST,Benneville St,Mt. Washington,4692058186846923501841,"I agree, dangerous area for pedestrians.",,,,,,,,,,,,,
