OBJECTID,TOWNSHIP,DISTZONE,ZONING,ZONE
2988,MONTGOMERY,MONTGOMERY,A_HOD,
2989,MONTGOMERY,MONTGOMERY,B,
2990,MONTGOMERY,MONTGOMERY,B,
2991,MONTGOMERY,MONTGOMERY,B,
2992,MONTGOMERY,MONTGOMERY,C,
2993,MONTGOMERY,MONTGOMERY,C,
2994,MONTGOMERY,MONTGOMERY,D-2,
3178,LOCKLAND,LOCKLAND,R-3,
3179,LOCKLAND,LOCKLAND,R-3,
3180,LOCKLAND,LOCKLAND,R-3,
3181,LOCKLAND,LOCKLAND,R-3,
3182,LOCKLAND,LOCKLAND,I-1,
3183,LOCKLAND,LOCKLAND,I-1,
3184,LOCKLAND,LOCKLAND,I-1,
3185,LOCKLAND,LOCKLAND,R-2,
3186,WOODLAWN,WOODLAWN,R4,
3187,WOODLAWN,WOODLAWN,R4,
3188,WOODLAWN,WOODLAWN,R4,
3189,WOODLAWN,WOODLAWN,R4,
3190,WOODLAWN,WOODLAWN,R4,
3191,WOODLAWN,WOODLAWN,R4,
3192,WOODLAWN,WOODLAWN,R4,
2995,MONTGOMERY,MONTGOMERY,D-2,
2996,MONTGOMERY,MONTGOMERY,D-3,
2997,MONTGOMERY,MONTGOMERY,D-3,
2998,MONTGOMERY,MONTGOMERY,D-3,
2999,MONTGOMERY,MONTGOMERY,D-3,
3000,MONTGOMERY,MONTGOMERY,D-3,
3001,MONTGOMERY,MONTGOMERY,O,
3002,COLERAIN,COLERAIN,R-7,
3003,COLERAIN,COLERAIN,R-7,
3004,COLERAIN,COLERAIN,B-2,
3005,COLERAIN,COLERAIN,B-1,
3006,COLERAIN,COLERAIN,PD-B,
3193,WOODLAWN,WOODLAWN,R4,
3194,WOODLAWN,WOODLAWN,R4,
3195,WOODLAWN,WOODLAWN,R4,
3196,COLERAIN,COLERAIN,B-3,
3197,COLERAIN,COLERAIN,PD-R,
3198,COLERAIN,COLERAIN,R-4,
3007,COLERAIN,COLERAIN,PD-R,
3008,LOCKLAND,LOCKLAND,R-1,
3009,LOCKLAND,LOCKLAND,R-1,
3010,LOCKLAND,LOCKLAND,R-1,
3011,LOCKLAND,LOCKLAND,O-S,
3012,LOCKLAND,LOCKLAND,R-2,
3013,LOCKLAND,LOCKLAND,I-2,
3014,LOCKLAND,LOCKLAND,I-2,
3015,LOCKLAND,LOCKLAND,R-3,
3016,LOCKLAND,LOCKLAND,R-3,
3017,LOCKLAND,LOCKLAND,R-3,
3018,LOCKLAND,LOCKLAND,R-3,
3019,LOCKLAND,LOCKLAND,R-3,
3020,LOCKLAND,LOCKLAND,R-3,
3021,LOCKLAND,LOCKLAND,C-2,
3199,COLERAIN,COLERAIN,B-2,
3200,COLERAIN,COLERAIN,B-2,
3201,LOCKLAND,LOCKLAND,R-2,
3202,LOCKLAND,LOCKLAND,R-2,
3203,LOCKLAND,LOCKLAND,R-2,
3204,LOCKLAND,LOCKLAND,R-2,
3205,LOCKLAND,LOCKLAND,R-2,
3206,LOCKLAND,LOCKLAND,R-2,
3207,LOCKLAND,LOCKLAND,R-2,
3208,LOCKLAND,LOCKLAND,R-2,
3209,LOCKLAND,LOCKLAND,R-3,
3210,LOCKLAND,LOCKLAND,R-3,
3211,LOCKLAND,LOCKLAND,R-3,
3212,LOCKLAND,LOCKLAND,R-3,
3022,LOCKLAND,LOCKLAND,C-2,
3023,LOCKLAND,LOCKLAND,C-2,
3024,MONTGOMERY,MONTGOMERY,O,
3025,MONTGOMERY,MONTGOMERY,O,
3026,MONTGOMERY,MONTGOMERY,O,
3027,MONTGOMERY,MONTGOMERY,O_HOD,
3028,MONTGOMERY,MONTGOMERY,GB,
3029,MONTGOMERY,MONTGOMERY,GB,
3030,MONTGOMERY,MONTGOMERY,GB,
3031,MONTGOMERY,MONTGOMERY,GB_HOD,
3032,MONTGOMERY,MONTGOMERY,O_HOD,
3033,MONTGOMERY,MONTGOMERY,OM_OUT,
3034,MONTGOMERY,MONTGOMERY,OVRLAY,
3035,MONTGOMERY,MONTGOMERY,OVRLAY,
3036,MONTGOMERY,MONTGOMERY,OVRLAY,
3037,MONTGOMERY,MONTGOMERY,OVRLAY,
3038,MONTGOMERY,MONTGOMERY,LB,
3039,MONTGOMERY,MONTGOMERY,OMG,
3040,MONTGOMERY,MONTGOMERY,A_HOD,
3041,MONTGOMERY,MONTGOMERY,O_HOD,
3042,MONTGOMERY,MONTGOMERY,OC,
3043,NORWOOD,NORWOOD,CBD,
3213,LOCKLAND,LOCKLAND,R-3,
3214,LOCKLAND,LOCKLAND,R-3,
3215,WOODLAWN,WOODLAWN,CC,
3216,WOODLAWN,WOODLAWN,CC,
3217,WOODLAWN,WOODLAWN,CC,
3218,WOODLAWN,WOODLAWN,RS,
3219,WOODLAWN,WOODLAWN,RS,
3220,WOODLAWN,WOODLAWN,RS,
3221,WOODLAWN,WOODLAWN,RS,
3044,COLERAIN,COLERAIN,B-1,
3045,COLERAIN,COLERAIN,B-1,
3046,COLERAIN,COLERAIN,PD-B,
3047,COLERAIN,COLERAIN,PD-R,
3048,COLERAIN,COLERAIN,B-1,
3049,COLERAIN,COLERAIN,PD-B,
3050,COLERAIN,COLERAIN,PD-B,
3051,COLERAIN,COLERAIN,PD-B,
3052,COLERAIN,COLERAIN,PD-B,
3053,LOCKLAND,LOCKLAND,R-3,
3054,LOCKLAND,LOCKLAND,R-3,
3055,LOCKLAND,LOCKLAND,R-3,
3056,LOCKLAND,LOCKLAND,O-S,
3057,LOCKLAND,LOCKLAND,O-S,
3058,LOCKLAND,LOCKLAND,R-3,
3222,COLERAIN,COLERAIN,B-2,
3223,COLERAIN,COLERAIN,PD-B,
3224,COLERAIN,COLERAIN,I-1,
3225,COLERAIN,COLERAIN,R-7,
3226,COLERAIN,COLERAIN,PD-B,
3227,COLERAIN,COLERAIN,PD-R,
3228,COLERAIN,COLERAIN,B-2,
3229,LOCKLAND,LOCKLAND,R-3,
3230,LOCKLAND,LOCKLAND,R-3,
3059,LOCKLAND,LOCKLAND,R-3,
3060,LOCKLAND,LOCKLAND,C-2,
3061,LOCKLAND,LOCKLAND,R-3,
3062,LOCKLAND,LOCKLAND,R-3,
3063,LOCKLAND,LOCKLAND,R-3,
3064,LOCKLAND,LOCKLAND,C-2,
3065,LOCKLAND,LOCKLAND,C-2,
3066,LOCKLAND,LOCKLAND,C-2,
3067,LOCKLAND,LOCKLAND,C-2,
3068,NORWOOD,NORWOOD,CBD-PUD,
3069,NORWOOD,NORWOOD,GBD,
3070,NORWOOD,NORWOOD,GBD-PUD,
3071,NORWOOD,NORWOOD,M1,
3072,NORWOOD,NORWOOD,M2,
3231,LOCKLAND,LOCKLAND,R-3,
3232,LOCKLAND,LOCKLAND,R-3,
3233,LOCKLAND,LOCKLAND,O-S,
3234,LOCKLAND,LOCKLAND,C-1,
3235,LOCKLAND,LOCKLAND,C-1,
3236,LOCKLAND,LOCKLAND,C-1,
3237,LOCKLAND,LOCKLAND,C-1,
3238,LOCKLAND,LOCKLAND,C-1,
3239,LOCKLAND,LOCKLAND,C-1,
3240,LOCKLAND,LOCKLAND,C-1,
3241,LOCKLAND,LOCKLAND,C-1,
3242,LOCKLAND,LOCKLAND,C-1,
3243,LOCKLAND,LOCKLAND,C-1,
3244,LOCKLAND,LOCKLAND,C-1,
3245,LOCKLAND,LOCKLAND,C-1,
3073,NORWOOD,NORWOOD,M2-PUD,
3074,NORWOOD,NORWOOD,NBD,
3075,NORWOOD,NORWOOD,NBD-PUD,
3076,NORWOOD,NORWOOD,O,
3077,NORWOOD,NORWOOD,O-PUD,
3078,NORWOOD,NORWOOD,R1,
3079,COLERAIN,COLERAIN,B-3,
3246,WOODLAWN,WOODLAWN,RS,
3247,WOODLAWN,WOODLAWN,RS,
3248,WOODLAWN,WOODLAWN,R2,
3249,WOODLAWN,WOODLAWN,OS,
3250,WOODLAWN,WOODLAWN,OS,
3251,WOODLAWN,WOODLAWN,OS,
3080,COLERAIN,COLERAIN,B-3,
3081,COLERAIN,COLERAIN,R-7,
3082,COLERAIN,COLERAIN,B-1,
3083,COLERAIN,COLERAIN,PD-B,
3084,LOCKLAND,LOCKLAND,C-2,
3085,LOCKLAND,LOCKLAND,C-2,
3086,LOCKLAND,LOCKLAND,C-2,
3087,LOCKLAND,LOCKLAND,R-3,
3088,LOCKLAND,LOCKLAND,R-3,
3252,CHEVIOT,CHEVIOT,R,
3253,CHEVIOT,CHEVIOT,B,
3254,CHEVIOT,CHEVIOT,A,
3255,CHEVIOT,CHEVIOT,O,
3256,CHEVIOT,CHEVIOT,A,
3257,COLERAIN,COLERAIN,B-3,
3089,LOCKLAND,LOCKLAND,I-1,
3090,LOCKLAND,LOCKLAND,I-1,
3091,LOCKLAND,LOCKLAND,I-1,
3092,LOCKLAND,LOCKLAND,I-1,
3093,LOCKLAND,LOCKLAND,O-S,
3094,LOCKLAND,LOCKLAND,R-3,
3095,LOCKLAND,LOCKLAND,I-1,
3096,LOCKLAND,LOCKLAND,C-1,
3097,NORWOOD,NORWOOD,R1-PUD,
3098,NORWOOD,NORWOOD,R2,
3099,NORWOOD,NORWOOD,R2-PUD,
3100,NORWOOD,NORWOOD,R3,
3258,COLERAIN,COLERAIN,PD-B,
3259,COLERAIN,COLERAIN,PD-R,
3260,COLERAIN,COLERAIN,PD-B,
3261,COLERAIN,COLERAIN,R-3,
3262,COLERAIN,COLERAIN,PD-I,
3263,COLERAIN,COLERAIN,B-3,
3264,COLERAIN,COLERAIN,B-1,
3265,COLERAIN,COLERAIN,B-3,
3266,COLERAIN,COLERAIN,B-3,
3267,COLERAIN,COLERAIN,PD-I,
3268,COLERAIN,COLERAIN,B-3,
3269,COLERAIN,COLERAIN,PD-B,
3270,COLERAIN,COLERAIN,PD-R,
3101,NORWOOD,NORWOOD,R3-PUD,
3102,NORWOOD,NORWOOD,RMX,
3103,WOODLAWN,WOODLAWN,I-P,
3104,COLERAIN,COLERAIN,I-1,
3105,COLERAIN,COLERAIN,B-2,
3106,COLERAIN,COLERAIN,R-6,
3107,COLERAIN,COLERAIN,PD-B,
3108,COLERAIN,COLERAIN,B-1,
3109,COLERAIN,COLERAIN,PD-B,
3271,COLERAIN,COLERAIN,PD-R,
2921,CROSBY,CROSBY,P,
2922,CROSBY,CROSBY,A,
2923,CROSBY,CROSBY,A,
2924,CROSBY,CROSBY,HG,
2925,CROSBY,CROSBY,H,
2926,FOREST PARK,FOREST PARK,HS,
2927,MONTGOMERY,MONTGOMERY,OC,
2928,MONTGOMERY,MONTGOMERY,HOD-H,
3110,LOCKLAND,LOCKLAND,I-1,
3111,LOCKLAND,LOCKLAND,R-2,
3112,LOCKLAND,LOCKLAND,R-2,
3113,LOCKLAND,LOCKLAND,R-2,
3114,LOCKLAND,LOCKLAND,R-2,
3115,LOCKLAND,LOCKLAND,I-1,
3116,LOCKLAND,LOCKLAND,I-1,
3117,LOCKLAND,LOCKLAND,R-O-C,
3118,LOCKLAND,LOCKLAND,C-2,
3119,LOCKLAND,LOCKLAND,R-3,
3120,LOCKLAND,LOCKLAND,C-2,
