sum_cost_pedestrian_events,cell_id,num_near_misses,n_rqst,access,dblprk,dnotyld,jywalk,lvisib,lwfws,nobikef,noswlk,other,prkint,prkswlk,speed,vrrlss,wlksig,xwalk,assist,bikes,drives,other.1,walks,mean_walk_score,min_walk_score,max_walk_score,num_walk_scores,sum_lane_cnt,sum_width,sum_area,num_streets,num_fire_incd,med_sale_res_y,med_sale_res_n,med_sale_com_y,med_sale_com_n,med_sale_ind_y,med_sale_ind_n,med_sale_pbo_y,med_sale_pbo_n,sum_cost.y,num_events.y,dist,n_object,animals_insects,building.related,construction,food,others,police.property,service.complaint,street_sidewalk,traffic_sig0l,trash,trees_plants,water.leak,zoning_parking,n_request
0,220005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,90965,72772,0,0,0,0,0,0,82.671,12,0.032654705,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,220006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,90965,72772,0,0,0,0,0,0,20.164,2,0.031335521,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,90965,72772,0,0,0,0,0,0,0,0,0.030126816,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,90965,72772,0,0,0,0,0,0,0,0,0.029042386,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,90965,72772,0,0,0,0,0,0,0,0,0.028096625,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,38,421,895502,19,0,161385,129108,0,0,0,0,0,0,0,0,0.027303946,6,0,0,0,0,2,0,0,2,0,1,0,0,0,5
0,220011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,104,1144,2750384,52,0,161385,129108,0,0,0,0,0,0,0,0,0.026677999,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,220012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,161385,129108,0,0,0,0,0,0,0,0,0.026230723,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,161385,129108,0,0,0,0,0,0,72.285,10,0.02597135,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,161385,129108,0,0,0,0,0,0,0,0,0.025905525,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,3,27,32081,1,0,185091.5,129108,0,0,0,0,0,0,50.41,5,0.026034716,6,0,0,0,0,12,0,0,11,0,0,0,0,0,23
0,220016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,18,162,192486,6,2,161385,129108,0,0,0,0,0,0,30.246,3,0.025318203,6,0,0,0,0,4,0,0,1,0,1,0,0,0,6
0,220017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.023302502,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.0213337,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.019426064,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.017599493,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.015881982,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.014135075,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.012465936,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.010776236,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.009320837,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.007860561,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.006178809,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,41.735,6,0.004701347,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,220029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,76,874,1986298,38,0,95122.5,76098,0,0,0,0,0,0,60.492,6,0.003484899,6,0,0,0,0,0,0,0,2,0,0,0,0,0,2
0,220030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,50,550,282825,25,0,138240,110592,281600,0,0,0,0,0,70.574,7,0.002302344,6,0,1,0,0,0,0,0,2,0,0,0,0,0,3
0,220031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,76,709,450509,19,0,138240,110592,0,0,0,0,0,0,141.756,16,0.001211208,6,0,0,0,0,1,0,0,1,0,0,0,0,0,2
0,220032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,138,1321,1621406,38,0,97721.25,52118,140800,0,521180,0,0,0,355.684,39,0.000574644,6,0,2,1,0,83,2,1,90,0,55,3,1,0,238
1.103,220033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,102,983,488486,33,0,241218.2,317656.4,0,0,0,0,0,0,384.219,39,0.001317994,6,0,5,2,0,39,0,0,26,0,68,1,0,1,142
0,220034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,22,61,2,190,1821,1156187,89,0,417920,95750.4,0,0,0,0,0,0,20.164,2,0.002089958,6,0,3,0,0,17,0,1,20,0,93,0,0,0,134
0,220035,0,4,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,22.5,17,25,4,244,2561,617420,134,0,453200,316005,0,0,0,0,0,0,30.246,3,0.003855221,6,0,4,1,0,44,3,1,26,2,103,3,4,1,192
0,220036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,52,612,238364,26,0,832000,317656.4,0,0,0,0,0,0,20.164,2,0.005762532,6,0,2,0,0,13,0,0,17,0,66,0,1,0,99
0,220037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,16,23,2,90,779,536271,44,0,609000,317656.4,2031225,0,0,0,0,0,20.164,2,0.007544084,6,0,4,0,0,12,1,1,14,0,108,0,0,1,141
0,220038,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,31,31,31,1,10,105,59070,5,0,542011.25,185600,0,0,0,0,0,0,0,0,0.008590964,6,0,3,0,0,8,0,0,9,0,42,1,0,0,63
0,220039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,1,40,423,210379,18,0,623432.55,640000,0,0,0,0,0,0,0,0,0.006944924,6,0,1,0,0,6,1,2,4,0,105,0,0,1,120
0,220040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,34,46,2,48,433,235023,15,0,409600,284666.25,0,0,0,0,0,0,61.899,8,0.005632935,6,0,3,2,0,17,0,2,12,0,118,7,0,0,161
0.304,220041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,54,1,52,524,167832,18,0,311816.5,113300,0,0,0,0,0,0,386.234,43,0.004910884,6,0,11,1,0,34,3,7,49,2,156,4,3,0,270
0,220042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,2,25,19342,1,0,271964.6,304036.8,250195.5,0,0,0,0,0,20.468,3,0.004681236,6,0,16,1,0,15,3,0,21,0,54,2,0,0,112
0,220043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,380046,304036.8,0,0,0,0,0,0,0,0,0.004493752,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,380046,304036.8,0,0,0,0,0,0,0,0,0.004244949,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,220045,0,6,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,46,44,48,0,53,563,284640,0,0,290585,304036.8,0,0,0,0,0,0,40.328,4,0.004069549,12,0,0,0,0,4,0,2,26,0,42,5,0,0,79
0,220046,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,54,49,59,2,186,2195,885922,87,0,266306.5,132748,0,0,0,0,0,0,90.738,9,0.002021896,12,0,5,2,0,13,1,2,12,0,139,4,0,0,178
0,220047,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51,51,51,1,78,874,399805,31,0,208513.25,225430.671,280796,199641.786,600490,0,0,0,222.907,23,0.000631874,12,3,11,0,0,28,0,3,7,0,109,15,1,0,177
0,220048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,46,1,10,121,98036,5,0,185778.5,193432.8,0,0,1714020,0,0,0,30.246,3,0.002515278,12,0,1,0,0,8,0,0,2,0,46,2,0,0,59
0,220049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,7,74,33114,3,0,132669.6,95172,0,0,1714020,0,0,0,447.362,49,0.000947314,12,0,2,0,0,35,0,2,16,0,102,2,0,1,160
0,220050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,16,172,146522,4,0,98087.1,193432.8,0,0,0,0,0,0,232.19,24,0.001066751,12,0,0,0,0,13,0,0,4,0,1,1,0,0,19
0.141,220051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,69653.91,55723.128,0,0,0,0,0,0,20.164,2,0.002583747,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.304,220052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37,1,211,1936,755415,77,0,43194.25,45259,0,0,0,0,0,0,110.902,11,0.002685539,6,0,7,0,0,44,5,1,21,0,115,18,0,0,211
0,220053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,2,19,2,124,1502,707566,61,0,52405.5,46080,0,0,0,0,0,0,110.902,11,0.004227706,6,2,13,0,0,37,0,3,6,0,263,7,0,1,332
0,220057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,4,33,2,344,3680,2503186,143,0,102400,74580,155537.5,97233.6,0,0,0,0,201.64,20,0.001330835,6,2,18,0,0,44,6,10,21,1,238,5,1,12,358
0,220058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,1,321,3513,1557745,108,0,136701,67236,0,0,0,0,0,0,132.169,14,0.002231269,6,0,5,1,0,23,2,1,6,0,19,0,0,0,57
0,220059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,8,76,186764,4,0,236386,137625.6,211200,0,0,0,0,0,80.656,8,0.002791414,6,0,11,0,0,16,1,1,0,0,16,0,0,0,45
0,220060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,2,23,7186,1,0,74829.7,59863.76,0,0,0,0,0,0,20.164,2,0.002964431,18,0,23,0,0,19,0,1,4,0,34,0,1,0,82
1.711,220061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52,1,116,1158,681048,55,0,216112,84045,198400,236170,0,0,0,0,275.028,31,0.001206159,17,1,75,0,0,70,9,2,22,0,244,3,0,2,428
1.103,220062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,55,2,56,634,186078,23,0,138728,65524,640829,0,0,0,0,0,326.187,39,0.001185848,17,1,20,1,0,35,2,1,6,0,87,8,0,2,163
0,220063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,29,2,130,1376,345722,33,0,74345.44,67122,1344000,1024000,0,0,0,0,0,0,0.003125851,17,0,18,0,0,38,0,7,4,0,168,8,0,0,243
0,220064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,19,204,66921,10,0,126603.75,135680,0,0,0,0,0,0,40.632,5,0.005207195,17,0,14,0,0,14,1,0,5,0,77,6,0,0,117
0,230003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,90965,72772,0,0,0,0,0,0,82.862,10,0.037250021,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,1,117,1219,1303785,31,0,90965,72772,0,0,0,0,0,0,347.2,38,0.03581773,6,0,1,0,0,3,0,0,1,0,5,0,0,0,10
1.103,230005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,23,224,147337,3,0,90965,72772,0,0,0,0,0,0,650.804,76,0.034472895,6,0,0,0,0,5,0,0,0,0,0,0,0,0,5
0,230006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,90965,72772,0,0,0,0,0,0,40.328,4,0.033226137,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,90965,72772,0,0,0,0,0,0,0,0,0.032088891,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,90965,72772,0,0,0,0,0,0,0,0,0.031073182,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,90965,72772,0,0,0,0,0,0,0,0,0.03019128,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,184,2056,2334928,80,0,161385,129108,0,0,0,0,0,0,30.246,3,0.029455206,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,230011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,315,3150,9083088,63,0,161385,129108,0,0,0,0,0,0,80.656,8,0.028876114,6,0,0,0,0,1,0,0,3,0,0,0,0,0,4
0,230012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,175,1750,5046160,35,0,161385,129108,0,0,0,0,0,0,30.387,4,0.028463586,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,230013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,161385,129108,0,0,0,0,0,0,0,0,0.028224927,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,110,1105,2576192,22,8,161385,129108,0,0,320000,0,0,0,30.854,5,0.028164557,6,0,0,0,0,3,0,0,2,0,0,0,0,0,5
0,230015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,250,2524,1342376,50,0,161385,129108,0,0,0,0,0,0,51.513,6,0.026558856,6,0,0,0,0,22,0,1,22,0,0,1,0,0,46
0,230016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,55,539,351912,11,0,161385,129108,0,0,0,0,0,0,10.082,1,0.024438772,6,0,0,0,0,1,0,0,1,0,0,0,0,0,2
0,230017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,10.223,2,0.022344112,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.020282754,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.018265977,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.016310325,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,10.386,2,0.014440655,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.012695011,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.010968453,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0,0,0.009275871,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,10.082,1,0.007586085,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,95122.5,76098,0,0,0,0,0,0,0.141,1,0.006199345,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,230027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,18,183,281925,4,0,95122.5,76098,0,0,0,0,0,0,0,0,0.004739592,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3
0,230028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,2,23,52271,1,0,138240,110592,0,0,0,0,0,0,40.328,4,0.002998097,6,0,0,0,0,2,0,0,2,0,0,1,0,0,5
0,230029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,138240,110592,0,0,0,0,0,0,30.246,3,0.001516373,6,0,1,0,0,1,0,0,0,0,2,0,0,0,4
0,230030,0,6,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3,46,44,48,0,140,1394,3140612,37,0,17327.284,75614.176,0,0,3459,0,0,0,90.738,9,0.000393572,6,1,17,0,0,21,1,0,0,0,36,4,0,1,81
0,230031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,1,83,782,1903075,22,0,68240.7,59160.32,971.58,0,0,0,0,0,266.848,31,0.000911044,5,0,7,1,2,22,1,0,7,0,24,1,1,0,66
0,230032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,214,2130,1417240,69,0,397070.5,317656.4,0,0,0,0,0,0,222.412,24,0.001253718,6,0,0,0,0,33,0,0,50,0,1,0,0,0,84
0,230033,0,21,0,0,1,9,0,0,0,2,0,0,0,5,0,0,4,0,0,16,0,5,46,44,48,0,130,1223,452509,37,0,198422.25,124070,0,0,0,0,0,0,356.129,41,0.000962791,6,0,1,1,0,22,0,0,22,0,61,3,1,0,111
0,230034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,182,1793,1377425,65,0,198852.5,232959.644,443759,0,0,0,0,0,181.476,18,0.000745502,6,0,4,0,0,21,1,1,8,0,65,2,0,0,102
0,230035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,28,2,24,248,202772,12,0,495916.5,424104,0,0,0,0,0,0,50.41,5,0.002583001,6,0,7,0,0,19,1,0,6,0,114,9,0,0,156
0,230036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,10,23,2,4,48,38705,2,0,821055,389193,0,0,0,0,0,0,30.246,3,0.004493083,6,0,4,0,0,11,0,1,8,0,55,0,1,0,80
10.082,230037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,1,252,2731,1059530,105,0,568417.5,317656.4,0,0,0,0,0,0,60.492,6,0.006620326,6,0,4,1,0,15,0,1,10,0,108,2,1,0,142
0,230038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,31,4,52,598,322392,26,0,450877.85,317656.4,0,0,0,0,0,0,90.738,9,0.006990531,6,1,16,0,0,14,0,1,11,0,125,1,0,0,169
0,230039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,44,528,751718,22,0,397070.5,317656.4,0,0,0,0,0,0,70.574,7,0.005444055,6,0,6,0,0,16,4,5,10,0,134,8,1,0,184
0,230040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,1,16,163,104462,6,1,394183,174198.75,0,0,0,0,0,0,192.965,21,0.003768375,6,0,3,1,0,20,0,0,6,2,56,0,0,0,88
11.185,230041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.66666667,49,57,3,61,609,203503,17,0,276143,157070,428347.5,0,0,0,0,0,555.917,57,0.002678995,6,1,18,0,4,49,5,5,25,0,155,2,2,0,266
0,230042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37,1,10,119,41871,5,0,361900,304036.8,0,0,0,0,0,0,60.492,6,0.002444929,6,0,1,0,0,6,1,2,3,0,116,0,0,0,129
0,230043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,6,68,33377,3,0,380046,304036.8,0,0,0,0,0,0,0,0,0.00223638,6,0,2,0,0,6,3,1,0,0,45,0,0,1,58
0,230044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,48,0,53,563,284640,0,0,380046,304036.8,0,0,0,0,0,0,20.164,2,0.00199773,6,0,2,0,0,0,0,0,0,0,2,0,0,0,4
0,230045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,1,48,504,202992,24,0,200123,113300,0,0,0,0,0,0,70.878,8,0.001965841,6,1,8,0,0,11,0,4,9,0,107,4,0,0,144
0.304,230046,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,63.66666667,57,67,3,26,263,91243,9,3,285056,125987.9945,0,0,0,0,0,0,31.349,4,0.00176952,12,0,6,0,0,22,3,1,11,0,135,6,0,0,184
0,230047,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,46,44,48,0,41,430,157472,13,0,167900,193432.8,0,0,157066.4,33990,0,0,185.089,22,0.00055466,12,2,12,0,0,54,3,8,24,1,106,7,0,0,217
0,230048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,58,1,116,1392,1305232,58,0,177039.85,57912,28891500,0,0,0,0,0,172.497,18,0.001954676,3,8,9,0,0,11,3,0,7,0,75,4,1,1,119
0,230049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,57,1,17,171,110769,5,0,168090,84524,0,65220.012,0,0,0,0,1148.302,136,0.000813691,12,2,9,3,0,73,5,2,22,5,112,6,0,1,240
